name,model,seed_x,TN,FP,FN,TP,Accuracy,AUC,Sensitivity,Specificity,PPV,NPV,F1,MCC,estimator_path,hyperparams,model_family,paras_id,scaler_path,seed_y,skf_fold
lr_seed_10_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,10_skf_2,559,25,32,30,0.912,0.904,0.484,0.957,0.545,0.946,0.513,0.466,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_10_skf_2_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_10_skf_2_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,10,2
lr_seed_10_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,10_skf_3,561,23,31,31,0.916,0.895,0.5,0.961,0.574,0.948,0.534,0.49,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_10_skf_3_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_10_skf_3_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,10,3
lr_seed_10_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,10_skf_4,556,28,27,35,0.915,0.878,0.565,0.952,0.556,0.954,0.56,0.513,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_10_skf_4_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_10_skf_4_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,10,4
lr_seed_11_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,11_skf_0,555,29,26,36,0.915,0.844,0.581,0.95,0.554,0.955,0.567,0.52,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_11_skf_0_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_11_skf_0_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,11,0
lr_seed_11_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,11_skf_1,563,21,27,35,0.926,0.902,0.565,0.964,0.625,0.954,0.593,0.553,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_11_skf_1_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_11_skf_1_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,11,1
lr_seed_11_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,11_skf_2,556,28,29,33,0.912,0.886,0.532,0.952,0.541,0.95,0.537,0.488,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_11_skf_2_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_11_skf_2_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,11,2
lr_seed_11_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,11_skf_3,560,24,31,31,0.915,0.866,0.5,0.959,0.564,0.948,0.53,0.484,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_11_skf_3_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_11_skf_3_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,11,3
lr_seed_11_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,11_skf_4,557,27,24,38,0.921,0.908,0.613,0.954,0.585,0.959,0.598,0.555,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_11_skf_4_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_11_skf_4_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,11,4
lr_seed_12_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,12_skf_0,562,22,28,34,0.923,0.889,0.548,0.962,0.607,0.953,0.576,0.535,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_12_skf_0_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_12_skf_0_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,12,0
lr_seed_12_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,12_skf_1,565,19,26,36,0.93,0.891,0.581,0.967,0.655,0.956,0.615,0.578,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_12_skf_1_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_12_skf_1_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,12,1
lr_seed_12_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,12_skf_2,556,28,28,34,0.913,0.859,0.548,0.952,0.548,0.952,0.548,0.5,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_12_skf_2_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_12_skf_2_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,12,2
lr_seed_12_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,12_skf_3,562,22,28,34,0.923,0.887,0.548,0.962,0.607,0.953,0.576,0.535,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_12_skf_3_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_12_skf_3_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,12,3
lr_seed_12_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,12_skf_4,557,27,27,35,0.916,0.893,0.565,0.954,0.565,0.954,0.565,0.518,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_12_skf_4_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_12_skf_4_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,12,4
lr_seed_13_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,13_skf_0,560,24,27,35,0.921,0.88,0.565,0.959,0.593,0.954,0.579,0.535,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_13_skf_0_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_13_skf_0_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,13,0
lr_seed_13_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,13_skf_1,552,32,28,34,0.907,0.856,0.548,0.945,0.515,0.952,0.531,0.48,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_13_skf_1_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_13_skf_1_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,13,1
lr_seed_13_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,13_skf_2,560,24,27,35,0.921,0.875,0.565,0.959,0.593,0.954,0.579,0.535,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_13_skf_2_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_13_skf_2_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,13,2
lr_seed_13_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,13_skf_3,558,26,30,32,0.913,0.888,0.516,0.955,0.552,0.949,0.533,0.486,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_13_skf_3_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_13_skf_3_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,13,3
lr_seed_13_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,13_skf_4,562,22,27,35,0.924,0.9,0.565,0.962,0.614,0.954,0.588,0.547,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_13_skf_4_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_13_skf_4_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,13,4
lr_seed_14_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,14_skf_0,553,31,28,34,0.909,0.9,0.548,0.947,0.523,0.952,0.535,0.485,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_14_skf_0_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_14_skf_0_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,14,0
lr_seed_14_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,14_skf_1,558,26,32,30,0.91,0.856,0.484,0.955,0.536,0.946,0.508,0.46,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_14_skf_1_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_14_skf_1_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,14,1
lr_seed_14_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,14_skf_2,557,27,28,34,0.915,0.888,0.548,0.954,0.557,0.952,0.553,0.506,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_14_skf_2_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_14_skf_2_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,14,2
lr_seed_14_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,14_skf_3,558,26,24,38,0.923,0.882,0.613,0.955,0.594,0.959,0.603,0.56,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_14_skf_3_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_14_skf_3_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,14,3
lr_seed_14_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,14_skf_4,559,25,29,33,0.916,0.894,0.532,0.957,0.569,0.951,0.55,0.504,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_14_skf_4_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_14_skf_4_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,14,4
lr_seed_15_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,15_skf_0,558,26,25,37,0.921,0.876,0.597,0.955,0.587,0.957,0.592,0.548,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_15_skf_0_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_15_skf_0_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,15,0
lr_seed_15_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,15_skf_1,551,33,25,37,0.91,0.89,0.597,0.943,0.529,0.957,0.561,0.512,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_15_skf_1_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_15_skf_1_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,15,1
lr_seed_15_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,15_skf_2,562,22,29,33,0.921,0.861,0.532,0.962,0.6,0.951,0.564,0.522,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_15_skf_2_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_15_skf_2_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,15,2
lr_seed_15_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,15_skf_3,562,22,31,31,0.918,0.888,0.5,0.962,0.585,0.948,0.539,0.496,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_15_skf_3_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_15_skf_3_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,15,3
lr_seed_15_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,15_skf_4,557,27,26,36,0.918,0.91,0.581,0.954,0.571,0.955,0.576,0.531,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_15_skf_4_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_15_skf_4_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,15,4
lr_seed_16_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,16_skf_0,557,27,26,36,0.918,0.892,0.581,0.954,0.571,0.955,0.576,0.531,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_16_skf_0_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_16_skf_0_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,16,0
lr_seed_16_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,16_skf_1,561,23,26,36,0.924,0.874,0.581,0.961,0.61,0.956,0.595,0.553,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_16_skf_1_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_16_skf_1_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,16,1
lr_seed_16_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,16_skf_2,559,25,26,36,0.921,0.891,0.581,0.957,0.59,0.956,0.585,0.542,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_16_skf_2_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_16_skf_2_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,16,2
lr_seed_16_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,16_skf_3,558,26,26,36,0.92,0.895,0.581,0.955,0.581,0.955,0.581,0.536,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_16_skf_3_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_16_skf_3_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,16,3
lr_seed_16_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,16_skf_4,557,27,29,33,0.913,0.887,0.532,0.954,0.55,0.951,0.541,0.493,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_16_skf_4_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_16_skf_4_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,16,4
lr_seed_17_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,17_skf_0,557,27,26,36,0.918,0.878,0.581,0.954,0.571,0.955,0.576,0.531,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_17_skf_0_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_17_skf_0_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,17,0
lr_seed_17_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,17_skf_1,557,27,28,34,0.915,0.883,0.548,0.954,0.557,0.952,0.553,0.506,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_17_skf_1_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_17_skf_1_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,17,1
lr_seed_17_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,17_skf_2,559,25,28,34,0.918,0.887,0.548,0.957,0.576,0.952,0.562,0.517,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_17_skf_2_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_17_skf_2_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,17,2
lr_seed_17_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,17_skf_4,558,26,29,33,0.915,0.89,0.532,0.955,0.559,0.951,0.545,0.499,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_17_skf_4_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_17_skf_4_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,17,4
lr_seed_18_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,18_skf_0,559,25,33,29,0.91,0.885,0.468,0.957,0.537,0.944,0.5,0.452,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/estimators/lr_seed_18_skf_0_paras_22_C_100_weight_None_solver_lbfgs.joblib,"{""C"": 100, ""class_weight"": null, ""max_iter"": 300, ""random_state"": 1, ""solver"": ""lbfgs""}",lr,22,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/lr/scalers/lr_seed_18_skf_0_paras_22_C_100_weight_None_solver_lbfgs_scaler.joblib,18,0
