,0,1
22,knn_seed_4_skf_2_paras_0_K_3,"[102, 5, 7, 7, 0.9008264462809917, 0.8147530040053403, 0.5, 0.9532710280373832, 0.5833333333333334, 0.9357798165137615, 0.5384615384615384, 0.48507623225521657]"
23,knn_seed_4_skf_3_paras_0_K_3,"[104, 3, 7, 7, 0.9173553719008265, 0.8057409879839786, 0.5, 0.9719626168224299, 0.7, 0.9369369369369369, 0.5833333333333334, 0.5482795122085264]"
24,knn_seed_4_skf_4_paras_0_K_3,"[103, 4, 12, 2, 0.8677685950413223, 0.7359813084112149, 0.14285714285714285, 0.9626168224299065, 0.3333333333333333, 0.8956521739130435, 0.2, 0.1554091678201185]"
25,knn_seed_5_skf_0_paras_0_K_3,"[101, 6, 12, 2, 0.8512396694214877, 0.6995994659546061, 0.14285714285714285, 0.9439252336448598, 0.25, 0.8938053097345132, 0.18181818181818182, 0.11171287540998862]"
26,knn_seed_5_skf_1_paras_0_K_3,"[105, 2, 10, 4, 0.9008264462809917, 0.8387850467289719, 0.2857142857142857, 0.9813084112149533, 0.6666666666666666, 0.9130434782608695, 0.4, 0.39344093119017337]"
27,knn_seed_5_skf_2_paras_0_K_3,"[106, 1, 11, 3, 0.9008264462809917, 0.7840453938584779, 0.21428571428571427, 0.9906542056074766, 0.75, 0.905982905982906, 0.3333333333333333, 0.3666566298370171]"
28,knn_seed_5_skf_3_paras_0_K_3,"[103, 4, 8, 6, 0.9008264462809917, 0.8247663551401868, 0.42857142857142855, 0.9626168224299065, 0.6, 0.9279279279279279, 0.5, 0.45444383897340385]"
29,knn_seed_5_skf_4_paras_0_K_3,"[99, 8, 9, 5, 0.859504132231405, 0.6925901201602136, 0.35714285714285715, 0.9252336448598131, 0.38461538461538464, 0.9166666666666666, 0.3703703703703704, 0.2916761419060783]"
30,knn_seed_6_skf_0_paras_0_K_3,"[103, 4, 10, 4, 0.8842975206611571, 0.6638851802403204, 0.2857142857142857, 0.9626168224299065, 0.5, 0.911504424778761, 0.36363636363636365, 0.31967068963473666]"
31,knn_seed_6_skf_1_paras_0_K_3,"[99, 8, 10, 4, 0.8512396694214877, 0.6718958611481975, 0.2857142857142857, 0.9252336448598131, 0.3333333333333333, 0.908256880733945, 0.30769230769230765, 0.2257497634648725]"
32,knn_seed_6_skf_2_paras_0_K_3,"[104, 3, 8, 6, 0.9090909090909091, 0.8855140186915887, 0.42857142857142855, 0.9719626168224299, 0.6666666666666666, 0.9285714285714286, 0.5217391304347826, 0.48827566216047374]"
33,knn_seed_6_skf_3_paras_0_K_3,"[103, 4, 11, 3, 0.8760330578512396, 0.8464619492656876, 0.21428571428571427, 0.9626168224299065, 0.42857142857142855, 0.9035087719298246, 0.2857142857142857, 0.24237539037968284]"
34,knn_seed_6_skf_4_paras_0_K_3,"[106, 1, 12, 2, 0.8925619834710744, 0.8170894526034712, 0.14285714285714285, 0.9906542056074766, 0.6666666666666666, 0.8983050847457628, 0.23529411764705882, 0.2746454812580962]"
35,knn_seed_7_skf_0_paras_0_K_3,"[101, 6, 12, 2, 0.8512396694214877, 0.6975967957276368, 0.14285714285714285, 0.9439252336448598, 0.25, 0.8938053097345132, 0.18181818181818182, 0.11171287540998862]"
36,knn_seed_7_skf_1_paras_0_K_3,"[105, 2, 11, 3, 0.8925619834710744, 0.6652202937249665, 0.21428571428571427, 0.9813084112149533, 0.6, 0.9051724137931034, 0.3157894736842105, 0.31433860167488725]"
37,knn_seed_7_skf_2_paras_0_K_3,"[106, 1, 9, 5, 0.9173553719008265, 0.8888518024032043, 0.35714285714285715, 0.9906542056074766, 0.8333333333333334, 0.9217391304347826, 0.5, 0.5124568128752008]"
38,knn_seed_7_skf_3_paras_0_K_3,"[103, 4, 10, 4, 0.8842975206611571, 0.8100801068090787, 0.2857142857142857, 0.9626168224299065, 0.5, 0.911504424778761, 0.36363636363636365, 0.31967068963473666]"
39,knn_seed_7_skf_4_paras_0_K_3,"[100, 7, 7, 7, 0.8842975206611571, 0.8825100133511348, 0.5, 0.9345794392523364, 0.5, 0.9345794392523364, 0.5, 0.43457943925233644]"
40,knn_seed_8_skf_0_paras_0_K_3,"[107, 0, 10, 4, 0.9173553719008265, 0.8851802403204272, 0.2857142857142857, 1.0, 1.0, 0.9145299145299145, 0.4444444444444445, 0.5111695034861345]"
41,knn_seed_8_skf_1_paras_0_K_3,"[103, 4, 9, 5, 0.8925619834710744, 0.8614819759679573, 0.35714285714285715, 0.9626168224299065, 0.5555555555555556, 0.9196428571428571, 0.43478260869565216, 0.3898067369581116]"
42,knn_seed_8_skf_2_paras_0_K_3,"[103, 4, 13, 1, 0.859504132231405, 0.6325100133511349, 0.07142857142857142, 0.9626168224299065, 0.2, 0.8879310344827587, 0.10526315789473682, 0.05471422759528754]"
43,knn_seed_8_skf_3_paras_0_K_3,"[100, 7, 10, 4, 0.859504132231405, 0.7970627503337784, 0.2857142857142857, 0.9345794392523364, 0.36363636363636365, 0.9090909090909091, 0.32, 0.24511243707547517]"
44,knn_seed_8_skf_4_paras_0_K_3,"[102, 5, 10, 4, 0.8760330578512396, 0.7600133511348465, 0.2857142857142857, 0.9532710280373832, 0.4444444444444444, 0.9107142857142857, 0.34782608695652173, 0.29133781175574935]"
45,knn_seed_9_skf_0_paras_0_K_3,"[104, 3, 9, 5, 0.9008264462809917, 0.7990654205607477, 0.35714285714285715, 0.9719626168224299, 0.625, 0.9203539823008849, 0.45454545454545453, 0.42364959674711067]"
46,knn_seed_9_skf_1_paras_0_K_3,"[103, 4, 11, 3, 0.8760330578512396, 0.715287049399199, 0.21428571428571427, 0.9626168224299065, 0.42857142857142855, 0.9035087719298246, 0.2857142857142857, 0.24237539037968284]"
47,knn_seed_9_skf_2_paras_0_K_3,"[101, 6, 9, 5, 0.8760330578512396, 0.7436582109479305, 0.35714285714285715, 0.9439252336448598, 0.45454545454545453, 0.9181818181818182, 0.4, 0.33498699733648274]"
48,knn_seed_9_skf_3_paras_0_K_3,"[96, 11, 9, 5, 0.8347107438016529, 0.6658878504672897, 0.35714285714285715, 0.897196261682243, 0.3125, 0.9142857142857143, 0.3333333333333333, 0.24016760550405106]"
49,knn_seed_9_skf_4_paras_0_K_3,"[105, 2, 9, 5, 0.9090909090909091, 0.7933911882510013, 0.35714285714285715, 0.9813084112149533, 0.7142857142857143, 0.9210526315789473, 0.4761904761904762, 0.4637144261226385]"
50,knn_seed_10_skf_0_paras_0_K_3,"[102, 5, 11, 3, 0.8677685950413223, 0.715287049399199, 0.21428571428571427, 0.9532710280373832, 0.375, 0.9026548672566371, 0.2727272727272727, 0.21569178252236265]"
51,knn_seed_10_skf_1_paras_0_K_3,"[104, 3, 8, 6, 0.9090909090909091, 0.784712950600801, 0.42857142857142855, 0.9719626168224299, 0.6666666666666666, 0.9285714285714286, 0.5217391304347826, 0.48827566216047374]"
52,knn_seed_10_skf_2_paras_0_K_3,"[102, 5, 10, 4, 0.8760330578512396, 0.6291722296395192, 0.2857142857142857, 0.9532710280373832, 0.4444444444444444, 0.9107142857142857, 0.34782608695652173, 0.29133781175574935]"
53,knn_seed_10_skf_3_paras_0_K_3,"[99, 8, 8, 6, 0.8677685950413223, 0.8100801068090787, 0.42857142857142855, 0.9252336448598131, 0.42857142857142855, 0.9252336448598131, 0.42857142857142855, 0.3538050734312417]"
54,knn_seed_10_skf_4_paras_0_K_3,"[107, 0, 8, 6, 0.9338842975206612, 0.7957276368491323, 0.42857142857142855, 1.0, 1.0, 0.9304347826086956, 0.6, 0.6314726945602283]"
55,knn_seed_11_skf_0_paras_0_K_3,"[101, 6, 9, 5, 0.8760330578512396, 0.7650200267022698, 0.35714285714285715, 0.9439252336448598, 0.45454545454545453, 0.9181818181818182, 0.4, 0.33498699733648274]"
56,knn_seed_11_skf_1_paras_0_K_3,"[103, 4, 10, 4, 0.8842975206611571, 0.7540053404539385, 0.2857142857142857, 0.9626168224299065, 0.5, 0.911504424778761, 0.36363636363636365, 0.31967068963473666]"
