name,model,seed_x,TN,FP,FN,TP,Accuracy,AUC,Sensitivity,Specificity,PPV,NPV,F1,MCC,estimator_path,hyperparams,model_family,paras_id,scaler_path,seed_y,skf_fold
svm_seed_3_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,3_skf_2,628,53,78,159,0.857,0.897,0.671,0.922,0.75,0.89,0.708,0.616,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_3_skf_2_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_3_skf_2_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,3,2
svm_seed_3_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,3_skf_3,630,51,80,157,0.857,0.903,0.662,0.925,0.755,0.887,0.706,0.614,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_3_skf_3_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_3_skf_3_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,3,3
svm_seed_3_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,3_skf_4,630,51,79,158,0.858,0.904,0.667,0.925,0.756,0.889,0.709,0.618,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_3_skf_4_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_3_skf_4_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,3,4
svm_seed_4_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,4_skf_0,634,47,82,155,0.859,0.896,0.654,0.931,0.767,0.885,0.706,0.618,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_4_skf_0_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_4_skf_0_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,4,0
svm_seed_4_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,4_skf_1,634,47,84,153,0.857,0.902,0.646,0.931,0.765,0.883,0.7,0.611,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_4_skf_1_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_4_skf_1_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,4,1
svm_seed_4_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,4_skf_2,632,49,79,158,0.861,0.899,0.667,0.928,0.763,0.889,0.712,0.623,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_4_skf_2_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_4_skf_2_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,4,2
svm_seed_4_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,4_skf_3,638,43,81,156,0.865,0.901,0.658,0.937,0.784,0.887,0.716,0.632,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_4_skf_3_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_4_skf_3_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,4,3
svm_seed_4_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,4_skf_4,635,46,81,156,0.862,0.908,0.658,0.932,0.772,0.887,0.711,0.624,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_4_skf_4_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_4_skf_4_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,4,4
svm_seed_5_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,5_skf_0,634,47,80,157,0.862,0.901,0.662,0.931,0.77,0.888,0.712,0.625,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_5_skf_0_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_5_skf_0_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,5,0
svm_seed_5_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,5_skf_3,633,48,85,152,0.855,0.895,0.641,0.93,0.76,0.882,0.696,0.605,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_5_skf_3_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_5_skf_3_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,5,3
svm_seed_5_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,5_skf_4,633,48,86,151,0.854,0.9,0.637,0.93,0.759,0.88,0.693,0.602,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_5_skf_4_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_5_skf_4_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,5,4
svm_seed_6_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,6_skf_0,629,52,86,151,0.85,0.904,0.637,0.924,0.744,0.88,0.686,0.591,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_6_skf_0_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_6_skf_0_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,6,0
svm_seed_6_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,6_skf_1,637,44,81,156,0.864,0.902,0.658,0.935,0.78,0.887,0.714,0.629,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_6_skf_1_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_6_skf_1_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,6,1
svm_seed_6_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,6_skf_2,631,50,82,155,0.856,0.901,0.654,0.927,0.756,0.885,0.701,0.61,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_6_skf_2_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_6_skf_2_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,6,2
svm_seed_6_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,6_skf_3,632,49,87,150,0.852,0.899,0.633,0.928,0.754,0.879,0.688,0.596,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_6_skf_3_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_6_skf_3_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,6,3
svm_seed_6_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,6_skf_4,631,50,77,160,0.862,0.9,0.675,0.927,0.762,0.891,0.716,0.627,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_6_skf_4_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_6_skf_4_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,6,4
svm_seed_7_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,7_skf_0,633,48,81,156,0.859,0.899,0.658,0.93,0.765,0.887,0.707,0.619,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_7_skf_0_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_7_skf_0_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,7,0
svm_seed_7_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,7_skf_1,638,43,83,154,0.863,0.907,0.65,0.937,0.782,0.885,0.71,0.625,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_7_skf_1_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_7_skf_1_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,7,1
svm_seed_7_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,7_skf_2,633,48,84,153,0.856,0.901,0.646,0.93,0.761,0.883,0.699,0.609,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_7_skf_2_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_7_skf_2_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,7,2
svm_seed_7_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,7_skf_4,633,48,82,155,0.858,0.906,0.654,0.93,0.764,0.885,0.705,0.615,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_7_skf_4_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_7_skf_4_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,7,4
svm_seed_8_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,8_skf_0,628,53,78,159,0.857,0.893,0.671,0.922,0.75,0.89,0.708,0.616,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_8_skf_0_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_8_skf_0_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,8,0
svm_seed_8_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,8_skf_1,631,50,80,157,0.858,0.896,0.662,0.927,0.758,0.887,0.707,0.617,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_8_skf_1_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_8_skf_1_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,8,1
svm_seed_8_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,8_skf_2,633,48,79,158,0.862,0.903,0.667,0.93,0.767,0.889,0.713,0.625,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_8_skf_2_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_8_skf_2_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,8,2
svm_seed_8_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,8_skf_3,635,46,82,155,0.861,0.903,0.654,0.932,0.771,0.886,0.708,0.621,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_8_skf_3_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_8_skf_3_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,8,3
svm_seed_8_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,8_skf_4,634,47,86,151,0.855,0.906,0.637,0.931,0.763,0.881,0.694,0.604,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_8_skf_4_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_8_skf_4_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,8,4
svm_seed_9_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,9_skf_0,634,47,85,152,0.856,0.902,0.641,0.931,0.764,0.882,0.697,0.608,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_9_skf_0_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_9_skf_0_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,9,0
svm_seed_9_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,9_skf_1,634,47,84,153,0.857,0.899,0.646,0.931,0.765,0.883,0.7,0.611,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_9_skf_1_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_9_skf_1_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,9,1
svm_seed_9_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,9_skf_2,633,48,87,150,0.853,0.908,0.633,0.93,0.758,0.879,0.69,0.598,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_9_skf_2_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_9_skf_2_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,9,2
svm_seed_9_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,9_skf_3,633,48,78,159,0.863,0.903,0.671,0.93,0.768,0.89,0.716,0.629,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_9_skf_3_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_9_skf_3_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,9,3
svm_seed_9_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,9_skf_4,628,53,78,159,0.857,0.903,0.671,0.922,0.75,0.89,0.708,0.616,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_9_skf_4_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_9_skf_4_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,9,4
svm_seed_10_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,10_skf_0,631,50,77,160,0.862,0.899,0.675,0.927,0.762,0.891,0.716,0.627,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_10_skf_0_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_10_skf_0_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,10,0
svm_seed_10_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,10_skf_1,635,46,87,150,0.855,0.898,0.633,0.932,0.765,0.88,0.693,0.604,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_10_skf_1_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_10_skf_1_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,10,1
svm_seed_10_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,10_skf_2,628,53,78,159,0.857,0.906,0.671,0.922,0.75,0.89,0.708,0.616,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_10_skf_2_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_10_skf_2_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,10,2
svm_seed_10_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,10_skf_3,633,48,81,156,0.859,0.904,0.658,0.93,0.765,0.887,0.707,0.619,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_10_skf_3_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_10_skf_3_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,10,3
svm_seed_10_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,10_skf_4,637,44,81,156,0.864,0.904,0.658,0.935,0.78,0.887,0.714,0.629,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_10_skf_4_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_10_skf_4_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,10,4
svm_seed_11_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,11_skf_0,633,48,88,149,0.852,0.897,0.629,0.93,0.756,0.878,0.687,0.595,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_11_skf_0_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_11_skf_0_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,11,0
svm_seed_11_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,11_skf_1,632,49,78,159,0.862,0.901,0.671,0.928,0.764,0.89,0.715,0.626,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/estimators/svm_seed_11_skf_1_paras_19_kernel_rbf_C_1_gamma_1.joblib,"{""C"": 1, ""class_weight"": ""balanced"", ""gamma"": 1, ""kernel"": ""rbf"", ""probability"": true, ""random_state"": 1}",svm,19,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA98_with_S9/artifacts/base/svm/scalers/svm_seed_11_skf_1_paras_19_kernel_rbf_C_1_gamma_1_scaler.joblib,11,1
