,name,model,seed,TN,FP,FN,TP,Accuracy,AUC,Sensitivity,Specificity,PPV,NPV,F1,MCC
59,xgboost_seed_13_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,13_skf_2,609,72,64,173,0.852,0.905,0.73,0.894,0.706,0.905,0.718,0.618
60,xgboost_seed_13_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,13_skf_4,603,78,62,175,0.847,0.894,0.738,0.885,0.692,0.907,0.714,0.611
61,xgboost_seed_14_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,14_skf_0,606,75,63,174,0.85,0.907,0.734,0.89,0.699,0.906,0.716,0.614
62,xgboost_seed_14_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,14_skf_1,601,80,62,175,0.845,0.9,0.738,0.883,0.686,0.906,0.711,0.607
63,xgboost_seed_14_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,14_skf_2,608,73,65,172,0.85,0.911,0.726,0.893,0.702,0.903,0.714,0.612
64,xgboost_seed_14_skf_3_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,14_skf_3,612,69,64,173,0.855,0.902,0.73,0.899,0.715,0.905,0.722,0.624
65,xgboost_seed_14_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,14_skf_4,611,70,67,170,0.851,0.905,0.717,0.897,0.708,0.901,0.713,0.612
66,xgboost_seed_15_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,15_skf_0,611,70,67,170,0.851,0.906,0.717,0.897,0.708,0.901,0.713,0.612
67,xgboost_seed_15_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,15_skf_1,608,73,70,167,0.844,0.906,0.705,0.893,0.696,0.897,0.7,0.595
68,xgboost_seed_15_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,15_skf_2,610,71,68,169,0.849,0.906,0.713,0.896,0.704,0.9,0.709,0.606
69,xgboost_seed_15_skf_3_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,15_skf_3,603,78,61,176,0.849,0.907,0.743,0.885,0.693,0.908,0.717,0.614
70,xgboost_seed_15_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,15_skf_4,605,76,64,173,0.847,0.901,0.73,0.888,0.695,0.904,0.712,0.609
71,xgboost_seed_16_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,16_skf_0,603,78,58,179,0.852,0.908,0.755,0.885,0.696,0.912,0.725,0.625
72,xgboost_seed_16_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,16_skf_2,606,75,63,174,0.85,0.902,0.734,0.89,0.699,0.906,0.716,0.614
73,xgboost_seed_16_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,16_skf_4,608,73,67,170,0.847,0.904,0.717,0.893,0.7,0.901,0.708,0.605
74,xgboost_seed_17_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,17_skf_0,610,71,62,175,0.855,0.906,0.738,0.896,0.711,0.908,0.725,0.627
75,xgboost_seed_17_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,17_skf_2,610,71,64,173,0.853,0.906,0.73,0.896,0.709,0.905,0.719,0.62
76,xgboost_seed_17_skf_3_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,17_skf_3,608,73,65,172,0.85,0.905,0.726,0.893,0.702,0.903,0.714,0.612
77,xgboost_seed_17_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,17_skf_4,610,71,68,169,0.849,0.902,0.713,0.896,0.704,0.9,0.709,0.606
78,xgboost_seed_18_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,18_skf_0,608,73,60,177,0.855,0.908,0.747,0.893,0.708,0.91,0.727,0.629
79,xgboost_seed_18_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,18_skf_1,606,75,68,169,0.844,0.9,0.713,0.89,0.693,0.899,0.703,0.597
80,xgboost_seed_18_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,18_skf_2,606,75,68,169,0.844,0.903,0.713,0.89,0.693,0.899,0.703,0.597
81,xgboost_seed_18_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,18_skf_4,616,65,66,171,0.857,0.903,0.722,0.905,0.725,0.903,0.723,0.627
82,xgboost_seed_19_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,19_skf_0,608,73,63,174,0.852,0.906,0.734,0.893,0.704,0.906,0.719,0.619
83,xgboost_seed_19_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,19_skf_1,615,66,68,169,0.854,0.899,0.713,0.903,0.719,0.9,0.716,0.618
84,xgboost_seed_19_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,19_skf_2,611,70,66,171,0.852,0.909,0.722,0.897,0.71,0.903,0.715,0.615
85,xgboost_seed_19_skf_3_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,19_skf_3,604,77,60,177,0.851,0.909,0.747,0.887,0.697,0.91,0.721,0.62
86,xgboost_seed_19_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,xgboost,19_skf_4,607,74,58,179,0.856,0.905,0.755,0.891,0.708,0.913,0.731,0.633
87,rf_seed_0_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,0_skf_0,593,88,62,175,0.837,0.878,0.738,0.871,0.665,0.905,0.7,0.59
88,rf_seed_0_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,0_skf_1,585,96,64,173,0.826,0.874,0.73,0.859,0.643,0.901,0.684,0.566
89,rf_seed_0_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,0_skf_2,590,91,63,174,0.832,0.877,0.734,0.866,0.657,0.904,0.693,0.58
90,rf_seed_0_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,0_skf_4,585,96,65,172,0.825,0.877,0.726,0.859,0.642,0.9,0.681,0.563
91,rf_seed_1_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,1_skf_0,582,99,64,173,0.822,0.875,0.73,0.855,0.636,0.901,0.68,0.56
92,rf_seed_1_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,1_skf_1,582,99,63,174,0.824,0.876,0.734,0.855,0.637,0.902,0.682,0.564
93,rf_seed_1_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,1_skf_2,598,83,67,170,0.837,0.878,0.717,0.878,0.672,0.899,0.694,0.583
94,rf_seed_1_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,1_skf_3,590,91,65,172,0.83,0.877,0.726,0.866,0.654,0.901,0.688,0.573
95,rf_seed_2_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,2_skf_0,584,97,65,172,0.824,0.879,0.726,0.858,0.639,0.9,0.68,0.561
96,rf_seed_2_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,2_skf_1,579,102,61,176,0.822,0.875,0.743,0.85,0.633,0.905,0.683,0.565
97,rf_seed_2_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,2_skf_2,599,82,71,166,0.833,0.879,0.7,0.88,0.669,0.894,0.685,0.572
98,rf_seed_2_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,2_skf_3,589,92,65,172,0.829,0.873,0.726,0.865,0.652,0.901,0.687,0.571
99,rf_seed_2_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,2_skf_4,594,87,68,169,0.831,0.875,0.713,0.872,0.66,0.897,0.686,0.571
100,rf_seed_3_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,3_skf_0,585,96,64,173,0.826,0.879,0.73,0.859,0.643,0.901,0.684,0.566
101,rf_seed_3_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,3_skf_1,591,90,70,167,0.826,0.876,0.705,0.868,0.65,0.894,0.676,0.558
102,rf_seed_4_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,4_skf_0,584,97,65,172,0.824,0.874,0.726,0.858,0.639,0.9,0.68,0.561
103,rf_seed_4_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,4_skf_1,586,95,67,170,0.824,0.875,0.717,0.86,0.642,0.897,0.677,0.558
104,rf_seed_4_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,4_skf_2,584,97,65,172,0.824,0.874,0.726,0.858,0.639,0.9,0.68,0.561
105,rf_seed_4_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,4_skf_3,591,90,65,172,0.831,0.879,0.726,0.868,0.656,0.901,0.689,0.575
106,rf_seed_4_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,4_skf_4,594,87,67,170,0.832,0.878,0.717,0.872,0.661,0.899,0.688,0.575
107,rf_seed_5_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,5_skf_0,595,86,68,169,0.832,0.875,0.713,0.874,0.663,0.897,0.687,0.573
108,rf_seed_5_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,5_skf_1,593,88,66,171,0.832,0.879,0.722,0.871,0.66,0.9,0.69,0.576
109,rf_seed_5_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,5_skf_2,586,95,65,172,0.826,0.876,0.726,0.86,0.644,0.9,0.683,0.565
110,rf_seed_5_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,5_skf_4,592,89,65,172,0.832,0.874,0.726,0.869,0.659,0.901,0.691,0.577
111,rf_seed_6_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,6_skf_0,589,92,65,172,0.829,0.874,0.726,0.865,0.652,0.901,0.687,0.571
112,rf_seed_6_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,6_skf_1,588,93,66,171,0.827,0.878,0.722,0.863,0.648,0.899,0.683,0.566
113,rf_seed_6_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,6_skf_2,589,92,65,172,0.829,0.877,0.726,0.865,0.652,0.901,0.687,0.571
114,rf_seed_6_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,6_skf_3,591,90,68,169,0.828,0.876,0.713,0.868,0.653,0.897,0.681,0.565
115,rf_seed_6_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,6_skf_4,590,91,63,174,0.832,0.876,0.734,0.866,0.657,0.904,0.693,0.58
116,rf_seed_7_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,7_skf_0,588,93,64,173,0.829,0.877,0.73,0.863,0.65,0.902,0.688,0.572
117,rf_seed_7_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,7_skf_1,590,91,63,174,0.832,0.878,0.734,0.866,0.657,0.904,0.693,0.58
118,rf_seed_7_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,7_skf_2,588,93,63,174,0.83,0.876,0.734,0.863,0.652,0.903,0.69,0.576
119,rf_seed_7_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,7_skf_4,587,94,64,173,0.828,0.875,0.73,0.862,0.648,0.902,0.687,0.57
120,rf_seed_8_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,8_skf_0,592,89,65,172,0.832,0.875,0.726,0.869,0.659,0.901,0.691,0.577
121,rf_seed_8_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,8_skf_1,589,92,67,170,0.827,0.877,0.717,0.865,0.649,0.898,0.681,0.564
122,rf_seed_8_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,8_skf_2,590,91,61,176,0.834,0.877,0.743,0.866,0.659,0.906,0.698,0.587
123,rf_seed_8_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,8_skf_3,588,93,67,170,0.826,0.874,0.717,0.863,0.646,0.898,0.68,0.562
124,rf_seed_8_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,8_skf_4,582,99,60,177,0.827,0.877,0.747,0.855,0.641,0.907,0.69,0.574
125,rf_seed_9_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,9_skf_1,591,90,64,173,0.832,0.876,0.73,0.868,0.658,0.902,0.692,0.579
126,rf_seed_9_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,9_skf_2,586,95,66,171,0.825,0.878,0.722,0.86,0.643,0.899,0.68,0.561
127,rf_seed_9_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,9_skf_3,583,98,65,172,0.822,0.877,0.726,0.856,0.637,0.9,0.679,0.559
128,rf_seed_9_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,9_skf_4,589,92,64,173,0.83,0.881,0.73,0.865,0.653,0.902,0.689,0.574
129,rf_seed_10_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,10_skf_0,587,94,67,170,0.825,0.877,0.717,0.862,0.644,0.898,0.679,0.56
130,rf_seed_10_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,10_skf_1,593,88,65,172,0.833,0.873,0.726,0.871,0.662,0.901,0.692,0.579
131,rf_seed_10_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,10_skf_2,588,93,64,173,0.829,0.875,0.73,0.863,0.65,0.902,0.688,0.572
132,rf_seed_10_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,10_skf_3,589,92,65,172,0.829,0.876,0.726,0.865,0.652,0.901,0.687,0.571
133,rf_seed_10_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,10_skf_4,591,90,68,169,0.828,0.877,0.713,0.868,0.653,0.897,0.681,0.565
134,rf_seed_11_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,11_skf_1,589,92,66,171,0.828,0.876,0.722,0.865,0.65,0.899,0.684,0.568
135,rf_seed_11_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,11_skf_2,590,91,64,173,0.831,0.874,0.73,0.866,0.655,0.902,0.691,0.577
136,rf_seed_11_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,11_skf_3,591,90,67,170,0.829,0.878,0.717,0.868,0.654,0.898,0.684,0.568
137,rf_seed_11_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,11_skf_4,589,92,68,169,0.826,0.876,0.713,0.865,0.648,0.896,0.679,0.561
138,rf_seed_12_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,12_skf_1,586,95,63,174,0.828,0.876,0.734,0.86,0.647,0.903,0.688,0.572
139,rf_seed_12_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,12_skf_2,596,85,70,167,0.831,0.875,0.705,0.875,0.663,0.895,0.683,0.569
140,rf_seed_12_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,12_skf_3,582,99,62,175,0.825,0.877,0.738,0.855,0.639,0.904,0.685,0.567
141,rf_seed_13_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,13_skf_0,586,95,62,175,0.829,0.879,0.738,0.86,0.648,0.904,0.69,0.575
142,rf_seed_13_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,13_skf_1,591,90,63,174,0.833,0.877,0.734,0.868,0.659,0.904,0.695,0.582
143,rf_seed_13_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,13_skf_2,593,88,68,169,0.83,0.879,0.713,0.871,0.658,0.897,0.684,0.569
144,rf_seed_13_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,13_skf_3,584,97,65,172,0.824,0.872,0.726,0.858,0.639,0.9,0.68,0.561
145,rf_seed_14_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,14_skf_0,590,91,61,176,0.834,0.88,0.743,0.866,0.659,0.906,0.698,0.587
146,rf_seed_14_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,14_skf_2,589,92,64,173,0.83,0.877,0.73,0.865,0.653,0.902,0.689,0.574
147,rf_seed_14_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,14_skf_4,586,95,65,172,0.826,0.876,0.726,0.86,0.644,0.9,0.683,0.565
148,rf_seed_15_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,15_skf_0,592,89,66,171,0.831,0.877,0.722,0.869,0.658,0.9,0.688,0.574
149,rf_seed_15_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,15_skf_2,592,89,62,175,0.836,0.877,0.738,0.869,0.663,0.905,0.699,0.588
150,rf_seed_15_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,15_skf_3,588,93,64,173,0.829,0.875,0.73,0.863,0.65,0.902,0.688,0.572
151,rf_seed_16_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,16_skf_0,585,96,60,177,0.83,0.88,0.747,0.859,0.648,0.907,0.694,0.58
152,rf_seed_16_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,16_skf_1,596,85,69,168,0.832,0.879,0.709,0.875,0.664,0.896,0.686,0.572
153,rf_seed_16_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,16_skf_2,586,95,66,171,0.825,0.871,0.722,0.86,0.643,0.899,0.68,0.561
154,rf_seed_16_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,16_skf_3,588,93,66,171,0.827,0.874,0.722,0.863,0.648,0.899,0.683,0.566
155,rf_seed_16_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,16_skf_4,593,88,71,166,0.827,0.878,0.7,0.871,0.654,0.893,0.676,0.559
156,rf_seed_17_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,17_skf_0,586,95,64,173,0.827,0.873,0.73,0.86,0.646,0.902,0.685,0.568
157,rf_seed_17_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,17_skf_1,593,88,67,170,0.831,0.878,0.717,0.871,0.659,0.898,0.687,0.573
158,rf_seed_17_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,17_skf_2,590,91,65,172,0.83,0.88,0.726,0.866,0.654,0.901,0.688,0.573
159,rf_seed_17_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,17_skf_3,589,92,68,169,0.826,0.877,0.713,0.865,0.648,0.896,0.679,0.561
160,rf_seed_18_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,18_skf_0,589,92,67,170,0.827,0.876,0.717,0.865,0.649,0.898,0.681,0.564
161,rf_seed_18_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,18_skf_1,589,92,68,169,0.826,0.871,0.713,0.865,0.648,0.896,0.679,0.561
162,rf_seed_18_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,18_skf_2,583,98,65,172,0.822,0.877,0.726,0.856,0.637,0.9,0.679,0.559
163,rf_seed_18_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,18_skf_3,593,88,64,173,0.834,0.879,0.73,0.871,0.663,0.903,0.695,0.583
164,rf_seed_18_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,18_skf_4,593,88,66,171,0.832,0.877,0.722,0.871,0.66,0.9,0.69,0.576
165,rf_seed_19_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,19_skf_0,586,95,65,172,0.826,0.875,0.726,0.86,0.644,0.9,0.683,0.565
166,rf_seed_19_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,19_skf_1,589,92,66,171,0.828,0.876,0.722,0.865,0.65,0.899,0.684,0.568
167,rf_seed_19_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,19_skf_2,592,89,67,170,0.83,0.875,0.717,0.869,0.656,0.898,0.685,0.57
168,rf_seed_19_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,19_skf_3,589,92,64,173,0.83,0.877,0.73,0.865,0.653,0.902,0.689,0.574
169,rf_seed_19_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,19_skf_4,589,92,62,175,0.832,0.877,0.738,0.865,0.655,0.905,0.694,0.581
170,svm_seed_0_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,0_skf_0,629,52,79,158,0.857,0.906,0.667,0.924,0.752,0.888,0.707,0.615
171,svm_seed_0_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,0_skf_2,638,43,82,155,0.864,0.904,0.654,0.937,0.783,0.886,0.713,0.629
172,svm_seed_0_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,0_skf_3,635,46,86,151,0.856,0.901,0.637,0.932,0.766,0.881,0.696,0.607
173,svm_seed_0_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,0_skf_4,630,51,84,153,0.853,0.901,0.646,0.925,0.75,0.882,0.694,0.601
174,svm_seed_1_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,1_skf_0,629,52,76,161,0.861,0.908,0.679,0.924,0.756,0.892,0.716,0.625
175,svm_seed_1_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,1_skf_1,634,47,83,154,0.858,0.904,0.65,0.931,0.766,0.884,0.703,0.615
176,svm_seed_1_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,1_skf_2,638,43,88,149,0.857,0.899,0.629,0.937,0.776,0.879,0.695,0.609
177,svm_seed_1_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,1_skf_3,630,51,84,153,0.853,0.893,0.646,0.925,0.75,0.882,0.694,0.601
178,svm_seed_1_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,1_skf_4,635,46,87,150,0.855,0.905,0.633,0.932,0.765,0.88,0.693,0.604
179,svm_seed_2_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,2_skf_1,629,52,78,159,0.858,0.899,0.671,0.924,0.754,0.89,0.71,0.618
180,svm_seed_2_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,2_skf_2,630,51,87,150,0.85,0.9,0.633,0.925,0.746,0.879,0.685,0.591
181,svm_seed_2_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,2_skf_3,631,50,85,152,0.853,0.898,0.641,0.927,0.752,0.881,0.692,0.6
182,svm_seed_3_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,3_skf_1,635,46,80,157,0.863,0.9,0.662,0.932,0.773,0.888,0.714,0.627
183,svm_seed_3_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,3_skf_2,628,53,78,159,0.857,0.897,0.671,0.922,0.75,0.89,0.708,0.616
184,svm_seed_3_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,3_skf_3,630,51,80,157,0.857,0.903,0.662,0.925,0.755,0.887,0.706,0.614
185,svm_seed_3_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,3_skf_4,630,51,79,158,0.858,0.904,0.667,0.925,0.756,0.889,0.709,0.618
186,svm_seed_4_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,4_skf_0,634,47,82,155,0.859,0.896,0.654,0.931,0.767,0.885,0.706,0.618
187,svm_seed_4_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,4_skf_1,634,47,84,153,0.857,0.902,0.646,0.931,0.765,0.883,0.7,0.611
188,svm_seed_4_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,4_skf_2,632,49,79,158,0.861,0.899,0.667,0.928,0.763,0.889,0.712,0.623
189,svm_seed_4_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,4_skf_3,638,43,81,156,0.865,0.901,0.658,0.937,0.784,0.887,0.716,0.632
190,svm_seed_4_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,4_skf_4,635,46,81,156,0.862,0.908,0.658,0.932,0.772,0.887,0.711,0.624
191,svm_seed_5_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,5_skf_0,634,47,80,157,0.862,0.901,0.662,0.931,0.77,0.888,0.712,0.625
192,svm_seed_5_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,5_skf_3,633,48,85,152,0.855,0.895,0.641,0.93,0.76,0.882,0.696,0.605
193,svm_seed_5_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,5_skf_4,633,48,86,151,0.854,0.9,0.637,0.93,0.759,0.88,0.693,0.602
194,svm_seed_6_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,6_skf_0,629,52,86,151,0.85,0.904,0.637,0.924,0.744,0.88,0.686,0.591
195,svm_seed_6_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,6_skf_1,637,44,81,156,0.864,0.902,0.658,0.935,0.78,0.887,0.714,0.629
196,svm_seed_6_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,6_skf_2,631,50,82,155,0.856,0.901,0.654,0.927,0.756,0.885,0.701,0.61
197,svm_seed_6_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,6_skf_3,632,49,87,150,0.852,0.899,0.633,0.928,0.754,0.879,0.688,0.596
198,svm_seed_6_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,6_skf_4,631,50,77,160,0.862,0.9,0.675,0.927,0.762,0.891,0.716,0.627
199,svm_seed_7_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,7_skf_0,633,48,81,156,0.859,0.899,0.658,0.93,0.765,0.887,0.707,0.619
200,svm_seed_7_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,7_skf_1,638,43,83,154,0.863,0.907,0.65,0.937,0.782,0.885,0.71,0.625
