,name,model,seed,TN,FP,FN,TP,Accuracy,AUC,Sensitivity,Specificity,PPV,NPV,F1,MCC
201,svm_seed_7_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,7_skf_2,633,48,84,153,0.856,0.901,0.646,0.93,0.761,0.883,0.699,0.609
202,svm_seed_7_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,7_skf_4,633,48,82,155,0.858,0.906,0.654,0.93,0.764,0.885,0.705,0.615
203,svm_seed_8_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,8_skf_0,628,53,78,159,0.857,0.893,0.671,0.922,0.75,0.89,0.708,0.616
204,svm_seed_8_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,8_skf_1,631,50,80,157,0.858,0.896,0.662,0.927,0.758,0.887,0.707,0.617
205,svm_seed_8_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,8_skf_2,633,48,79,158,0.862,0.903,0.667,0.93,0.767,0.889,0.713,0.625
206,svm_seed_8_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,8_skf_3,635,46,82,155,0.861,0.903,0.654,0.932,0.771,0.886,0.708,0.621
207,svm_seed_8_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,8_skf_4,634,47,86,151,0.855,0.906,0.637,0.931,0.763,0.881,0.694,0.604
208,svm_seed_9_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,9_skf_0,634,47,85,152,0.856,0.902,0.641,0.931,0.764,0.882,0.697,0.608
209,svm_seed_9_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,9_skf_1,634,47,84,153,0.857,0.899,0.646,0.931,0.765,0.883,0.7,0.611
210,svm_seed_9_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,9_skf_2,633,48,87,150,0.853,0.908,0.633,0.93,0.758,0.879,0.69,0.598
211,svm_seed_9_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,9_skf_3,633,48,78,159,0.863,0.903,0.671,0.93,0.768,0.89,0.716,0.629
212,svm_seed_9_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,9_skf_4,628,53,78,159,0.857,0.903,0.671,0.922,0.75,0.89,0.708,0.616
213,svm_seed_10_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,10_skf_0,631,50,77,160,0.862,0.899,0.675,0.927,0.762,0.891,0.716,0.627
214,svm_seed_10_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,10_skf_1,635,46,87,150,0.855,0.898,0.633,0.932,0.765,0.88,0.693,0.604
215,svm_seed_10_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,10_skf_2,628,53,78,159,0.857,0.906,0.671,0.922,0.75,0.89,0.708,0.616
216,svm_seed_10_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,10_skf_3,633,48,81,156,0.859,0.904,0.658,0.93,0.765,0.887,0.707,0.619
217,svm_seed_10_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,10_skf_4,637,44,81,156,0.864,0.904,0.658,0.935,0.78,0.887,0.714,0.629
218,svm_seed_11_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,11_skf_0,633,48,88,149,0.852,0.897,0.629,0.93,0.756,0.878,0.687,0.595
219,svm_seed_11_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,11_skf_1,632,49,78,159,0.862,0.901,0.671,0.928,0.764,0.89,0.715,0.626
220,svm_seed_11_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,11_skf_2,636,45,81,156,0.863,0.905,0.658,0.934,0.776,0.887,0.712,0.627
221,svm_seed_11_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,11_skf_3,631,50,83,154,0.855,0.904,0.65,0.927,0.755,0.884,0.698,0.607
222,svm_seed_11_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,11_skf_4,628,53,82,155,0.853,0.9,0.654,0.922,0.745,0.885,0.697,0.602
223,svm_seed_12_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,12_skf_0,637,44,86,151,0.858,0.907,0.637,0.935,0.774,0.881,0.699,0.613
224,svm_seed_12_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,12_skf_1,636,45,81,156,0.863,0.904,0.658,0.934,0.776,0.887,0.712,0.627
225,svm_seed_12_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,12_skf_2,628,53,81,156,0.854,0.897,0.658,0.922,0.746,0.886,0.7,0.606
226,svm_seed_12_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,12_skf_3,630,51,83,154,0.854,0.892,0.65,0.925,0.751,0.884,0.697,0.604
227,svm_seed_12_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,12_skf_4,628,53,77,160,0.858,0.902,0.675,0.922,0.751,0.891,0.711,0.619
228,svm_seed_13_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,13_skf_0,635,46,85,152,0.857,0.905,0.641,0.932,0.768,0.882,0.699,0.611
229,svm_seed_13_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,13_skf_1,631,50,75,162,0.864,0.903,0.684,0.927,0.764,0.894,0.722,0.634
230,svm_seed_13_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,13_skf_3,631,50,81,156,0.857,0.902,0.658,0.927,0.757,0.886,0.704,0.613
231,svm_seed_13_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,13_skf_4,630,51,80,157,0.857,0.894,0.662,0.925,0.755,0.887,0.706,0.614
232,svm_seed_14_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,14_skf_0,631,50,83,154,0.855,0.905,0.65,0.927,0.755,0.884,0.698,0.607
233,svm_seed_14_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,14_skf_1,632,49,76,161,0.864,0.9,0.679,0.928,0.767,0.893,0.72,0.633
234,svm_seed_14_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,14_skf_3,631,50,83,154,0.855,0.896,0.65,0.927,0.755,0.884,0.698,0.607
235,svm_seed_14_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,14_skf_4,637,44,85,152,0.859,0.9,0.641,0.935,0.776,0.882,0.702,0.616
236,svm_seed_15_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,15_skf_0,631,50,81,156,0.857,0.903,0.658,0.927,0.757,0.886,0.704,0.613
237,svm_seed_15_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,15_skf_1,636,45,80,157,0.864,0.906,0.662,0.934,0.777,0.888,0.715,0.63
238,svm_seed_15_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,15_skf_2,632,49,83,154,0.856,0.894,0.65,0.928,0.759,0.884,0.7,0.609
239,svm_seed_15_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,15_skf_3,631,50,79,158,0.859,0.905,0.667,0.927,0.76,0.889,0.71,0.62
240,svm_seed_15_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,15_skf_4,632,49,82,155,0.857,0.9,0.654,0.928,0.76,0.885,0.703,0.613
241,svm_seed_16_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,16_skf_0,632,49,80,157,0.859,0.903,0.662,0.928,0.762,0.888,0.709,0.619
242,svm_seed_16_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,16_skf_1,634,47,78,159,0.864,0.903,0.671,0.931,0.772,0.89,0.718,0.631
243,svm_seed_16_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,16_skf_2,628,53,85,152,0.85,0.897,0.641,0.922,0.741,0.881,0.688,0.592
244,svm_seed_16_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,16_skf_3,636,45,82,155,0.862,0.905,0.654,0.934,0.775,0.886,0.709,0.623
245,svm_seed_16_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,16_skf_4,633,48,84,153,0.856,0.895,0.646,0.93,0.761,0.883,0.699,0.609
246,svm_seed_17_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,17_skf_0,631,50,79,158,0.859,0.904,0.667,0.927,0.76,0.889,0.71,0.62
247,svm_seed_17_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,17_skf_1,636,45,79,158,0.865,0.901,0.667,0.934,0.778,0.89,0.718,0.633
248,svm_seed_17_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,17_skf_2,630,51,86,151,0.851,0.902,0.637,0.925,0.748,0.88,0.688,0.594
249,svm_seed_17_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,17_skf_3,637,44,80,157,0.865,0.898,0.662,0.935,0.781,0.888,0.717,0.633
250,svm_seed_17_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,17_skf_4,632,49,86,151,0.853,0.899,0.637,0.928,0.755,0.88,0.691,0.599
251,svm_seed_18_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,18_skf_0,632,49,78,159,0.862,0.9,0.671,0.928,0.764,0.89,0.715,0.626
252,svm_seed_18_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,18_skf_1,630,51,82,155,0.855,0.899,0.654,0.925,0.752,0.885,0.7,0.607
253,svm_seed_18_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,18_skf_2,631,50,85,152,0.853,0.899,0.641,0.927,0.752,0.881,0.692,0.6
254,svm_seed_18_skf_3_paras_19_kernel_rbf_C_1_gamma_1,svm,18_skf_3,632,49,77,160,0.863,0.903,0.675,0.928,0.766,0.891,0.717,0.629
255,svm_seed_18_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,18_skf_4,640,41,82,155,0.866,0.907,0.654,0.94,0.791,0.886,0.716,0.634
256,svm_seed_19_skf_0_paras_19_kernel_rbf_C_1_gamma_1,svm,19_skf_0,633,48,79,158,0.862,0.891,0.667,0.93,0.767,0.889,0.713,0.625
257,svm_seed_19_skf_1_paras_19_kernel_rbf_C_1_gamma_1,svm,19_skf_1,632,49,82,155,0.857,0.9,0.654,0.928,0.76,0.885,0.703,0.613
258,svm_seed_19_skf_2_paras_19_kernel_rbf_C_1_gamma_1,svm,19_skf_2,632,49,87,150,0.852,0.903,0.633,0.928,0.754,0.879,0.688,0.596
259,svm_seed_19_skf_4_paras_19_kernel_rbf_C_1_gamma_1,svm,19_skf_4,632,49,82,155,0.857,0.897,0.654,0.928,0.76,0.885,0.703,0.613
260,lr_seed_0_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,0_skf_0,624,57,85,152,0.845,0.887,0.641,0.916,0.727,0.88,0.682,0.582
261,lr_seed_0_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,0_skf_1,623,58,85,152,0.844,0.879,0.641,0.915,0.724,0.88,0.68,0.579
262,lr_seed_0_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,0_skf_2,625,56,86,151,0.845,0.885,0.637,0.918,0.729,0.879,0.68,0.581
263,lr_seed_0_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,0_skf_3,627,54,84,153,0.85,0.884,0.646,0.921,0.739,0.882,0.689,0.593
264,lr_seed_0_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,0_skf_4,622,59,89,148,0.839,0.883,0.624,0.913,0.715,0.875,0.667,0.563
265,lr_seed_1_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,1_skf_0,629,52,84,153,0.852,0.893,0.646,0.924,0.746,0.882,0.692,0.598
266,lr_seed_1_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,1_skf_1,618,63,85,152,0.839,0.884,0.641,0.907,0.707,0.879,0.673,0.567
267,lr_seed_1_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,1_skf_2,626,55,88,149,0.844,0.889,0.629,0.919,0.73,0.877,0.676,0.577
268,lr_seed_1_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,1_skf_4,622,59,88,149,0.84,0.88,0.629,0.913,0.716,0.876,0.67,0.567
269,lr_seed_2_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,2_skf_0,621,60,81,156,0.846,0.884,0.658,0.912,0.722,0.885,0.689,0.588
270,lr_seed_2_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,2_skf_1,629,52,88,149,0.847,0.882,0.629,0.924,0.741,0.877,0.68,0.585
271,lr_seed_2_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,2_skf_3,625,56,87,150,0.844,0.887,0.633,0.918,0.728,0.878,0.677,0.578
272,lr_seed_2_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,2_skf_4,623,58,86,151,0.843,0.882,0.637,0.915,0.722,0.879,0.677,0.576
273,lr_seed_3_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,3_skf_0,625,56,85,152,0.846,0.889,0.641,0.918,0.731,0.88,0.683,0.585
274,lr_seed_3_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,3_skf_1,628,53,92,145,0.842,0.883,0.612,0.922,0.732,0.872,0.667,0.568
275,lr_seed_3_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,3_skf_2,622,59,85,152,0.843,0.883,0.641,0.913,0.72,0.88,0.679,0.577
276,lr_seed_3_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,3_skf_3,616,65,86,151,0.836,0.882,0.637,0.905,0.699,0.877,0.667,0.559
277,lr_seed_3_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,3_skf_4,626,55,91,146,0.841,0.884,0.616,0.919,0.726,0.873,0.667,0.566
278,lr_seed_4_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,4_skf_0,620,61,86,151,0.84,0.879,0.637,0.91,0.712,0.878,0.673,0.569
279,lr_seed_4_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,4_skf_1,618,63,86,151,0.838,0.88,0.637,0.907,0.706,0.878,0.67,0.564
280,lr_seed_4_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,4_skf_2,624,57,88,149,0.842,0.884,0.629,0.916,0.723,0.876,0.673,0.572
281,lr_seed_4_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,4_skf_3,623,58,83,154,0.846,0.892,0.65,0.915,0.726,0.882,0.686,0.586
282,lr_seed_4_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,4_skf_4,622,59,86,151,0.842,0.883,0.637,0.913,0.719,0.879,0.676,0.574
283,lr_seed_5_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,5_skf_0,623,58,91,146,0.838,0.88,0.616,0.915,0.716,0.873,0.662,0.559
284,lr_seed_5_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,5_skf_1,629,52,90,147,0.845,0.883,0.62,0.924,0.739,0.875,0.674,0.578
285,lr_seed_5_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,5_skf_2,616,65,84,153,0.838,0.887,0.646,0.905,0.702,0.88,0.673,0.566
286,lr_seed_5_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,5_skf_3,626,55,85,152,0.847,0.894,0.641,0.919,0.734,0.88,0.685,0.587
287,lr_seed_5_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,5_skf_4,624,57,84,153,0.846,0.881,0.646,0.916,0.729,0.881,0.685,0.585
288,lr_seed_6_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,6_skf_0,622,59,90,147,0.838,0.884,0.62,0.913,0.714,0.874,0.664,0.56
289,lr_seed_6_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,6_skf_1,619,62,88,149,0.837,0.885,0.629,0.909,0.706,0.876,0.665,0.559
290,lr_seed_6_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,6_skf_2,629,52,83,154,0.853,0.888,0.65,0.924,0.748,0.883,0.695,0.602
291,lr_seed_6_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,6_skf_3,621,60,84,153,0.843,0.877,0.646,0.912,0.718,0.881,0.68,0.578
292,lr_seed_6_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,6_skf_4,619,62,87,150,0.838,0.88,0.633,0.909,0.708,0.877,0.668,0.563
293,lr_seed_7_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,7_skf_0,624,57,84,153,0.846,0.889,0.646,0.916,0.729,0.881,0.685,0.585
294,lr_seed_7_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,7_skf_2,620,61,86,151,0.84,0.88,0.637,0.91,0.712,0.878,0.673,0.569
295,lr_seed_7_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,7_skf_4,630,51,90,147,0.846,0.879,0.62,0.925,0.742,0.875,0.676,0.58
296,lr_seed_8_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,8_skf_0,624,57,86,151,0.844,0.881,0.637,0.916,0.726,0.879,0.679,0.579
297,lr_seed_8_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,8_skf_2,624,57,89,148,0.841,0.886,0.624,0.916,0.722,0.875,0.67,0.568
298,lr_seed_8_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,8_skf_3,633,48,88,149,0.852,0.89,0.629,0.93,0.756,0.878,0.687,0.595
299,lr_seed_8_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,8_skf_4,619,62,86,151,0.839,0.888,0.637,0.909,0.709,0.878,0.671,0.566
300,lr_seed_9_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,9_skf_0,623,58,83,154,0.846,0.883,0.65,0.915,0.726,0.882,0.686,0.586
301,lr_seed_9_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,9_skf_1,621,60,87,150,0.84,0.881,0.633,0.912,0.714,0.877,0.671,0.568
302,lr_seed_9_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,9_skf_2,621,60,89,148,0.838,0.88,0.624,0.912,0.712,0.875,0.665,0.561
303,lr_seed_9_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,9_skf_3,626,55,90,147,0.842,0.886,0.62,0.919,0.728,0.874,0.67,0.57
304,lr_seed_9_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,9_skf_4,626,55,81,156,0.852,0.888,0.658,0.919,0.739,0.885,0.696,0.601
305,lr_seed_10_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,10_skf_0,622,59,87,150,0.841,0.88,0.633,0.913,0.718,0.877,0.673,0.57
306,lr_seed_10_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,10_skf_1,618,63,85,152,0.839,0.873,0.641,0.907,0.707,0.879,0.673,0.567
307,lr_seed_10_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,10_skf_2,624,57,82,155,0.849,0.891,0.654,0.916,0.731,0.884,0.69,0.592
308,lr_seed_10_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,10_skf_3,622,59,87,150,0.841,0.884,0.633,0.913,0.718,0.877,0.673,0.57
309,lr_seed_10_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,10_skf_4,623,58,88,149,0.841,0.881,0.629,0.915,0.72,0.876,0.671,0.569
310,lr_seed_11_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,11_skf_0,622,59,85,152,0.843,0.884,0.641,0.913,0.72,0.88,0.679,0.577
311,lr_seed_11_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,11_skf_1,626,55,89,148,0.843,0.883,0.624,0.919,0.729,0.876,0.673,0.573
312,lr_seed_11_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,11_skf_2,620,61,85,152,0.841,0.879,0.641,0.91,0.714,0.879,0.676,0.572
313,lr_seed_11_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,11_skf_3,627,54,86,151,0.847,0.891,0.637,0.921,0.737,0.879,0.683,0.586
314,lr_seed_11_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,11_skf_4,621,60,84,153,0.843,0.882,0.646,0.912,0.718,0.881,0.68,0.578
315,lr_seed_12_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,12_skf_0,624,57,86,151,0.844,0.883,0.637,0.916,0.726,0.879,0.679,0.579
316,lr_seed_12_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,12_skf_1,621,60,88,149,0.839,0.884,0.629,0.912,0.713,0.876,0.668,0.564
317,lr_seed_12_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,12_skf_2,620,61,88,149,0.838,0.886,0.629,0.91,0.71,0.876,0.667,0.562
318,lr_seed_12_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,12_skf_3,621,60,84,153,0.843,0.882,0.646,0.912,0.718,0.881,0.68,0.578
319,lr_seed_12_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,12_skf_4,621,60,87,150,0.84,0.885,0.633,0.912,0.714,0.877,0.671,0.568
320,lr_seed_13_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,13_skf_0,625,56,91,146,0.84,0.882,0.616,0.918,0.723,0.873,0.665,0.564
321,lr_seed_13_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,13_skf_1,621,60,81,156,0.846,0.88,0.658,0.912,0.722,0.885,0.689,0.588
322,lr_seed_13_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,13_skf_2,622,59,87,150,0.841,0.885,0.633,0.913,0.718,0.877,0.673,0.57
323,lr_seed_13_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,13_skf_3,631,50,88,149,0.85,0.887,0.629,0.927,0.749,0.878,0.683,0.59
324,lr_seed_13_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,13_skf_4,624,57,83,154,0.847,0.883,0.65,0.916,0.73,0.883,0.688,0.589
325,lr_seed_14_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,14_skf_0,621,60,80,157,0.847,0.881,0.662,0.912,0.724,0.886,0.692,0.592
326,lr_seed_14_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,14_skf_1,627,54,82,155,0.852,0.884,0.654,0.921,0.742,0.884,0.695,0.6
327,lr_seed_14_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,14_skf_2,623,58,86,151,0.843,0.887,0.637,0.915,0.722,0.879,0.677,0.576
328,lr_seed_14_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,14_skf_4,623,58,90,147,0.839,0.879,0.62,0.915,0.717,0.874,0.665,0.562
329,lr_seed_15_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,15_skf_0,621,60,84,153,0.843,0.882,0.646,0.912,0.718,0.881,0.68,0.578
330,lr_seed_15_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,15_skf_1,623,58,90,147,0.839,0.887,0.62,0.915,0.717,0.874,0.665,0.562
331,lr_seed_15_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,15_skf_2,621,60,80,157,0.847,0.884,0.662,0.912,0.724,0.886,0.692,0.592
332,lr_seed_15_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,15_skf_3,623,58,88,149,0.841,0.877,0.629,0.915,0.72,0.876,0.671,0.569
333,lr_seed_15_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,15_skf_4,628,53,84,153,0.851,0.882,0.646,0.922,0.743,0.882,0.691,0.596
334,lr_seed_16_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,16_skf_0,634,47,91,146,0.85,0.887,0.616,0.931,0.756,0.874,0.679,0.587
335,lr_seed_16_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,16_skf_1,631,50,83,154,0.855,0.882,0.65,0.927,0.755,0.884,0.698,0.607
336,lr_seed_16_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,16_skf_2,619,62,85,152,0.84,0.885,0.641,0.909,0.71,0.879,0.674,0.57
337,lr_seed_16_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,16_skf_3,624,57,88,149,0.842,0.884,0.629,0.916,0.723,0.876,0.673,0.572
338,lr_seed_17_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,17_skf_0,623,58,83,154,0.846,0.886,0.65,0.915,0.726,0.882,0.686,0.586
339,lr_seed_17_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,17_skf_1,627,54,89,148,0.844,0.889,0.624,0.921,0.733,0.876,0.674,0.576
340,lr_seed_17_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,17_skf_2,620,61,87,150,0.839,0.884,0.633,0.91,0.711,0.877,0.67,0.565
341,lr_seed_17_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,17_skf_3,622,59,89,148,0.839,0.887,0.624,0.913,0.715,0.875,0.667,0.563
342,lr_seed_17_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,17_skf_4,623,58,88,149,0.841,0.88,0.629,0.915,0.72,0.876,0.671,0.569
343,lr_seed_18_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,18_skf_0,620,61,86,151,0.84,0.886,0.637,0.91,0.712,0.878,0.673,0.569
344,lr_seed_18_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,18_skf_1,624,57,89,148,0.841,0.884,0.624,0.916,0.722,0.875,0.67,0.568
345,lr_seed_18_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,18_skf_2,625,56,88,149,0.843,0.879,0.629,0.918,0.727,0.877,0.674,0.574
346,lr_seed_18_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,18_skf_3,626,55,87,150,0.845,0.885,0.633,0.919,0.732,0.878,0.679,0.58
347,lr_seed_18_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,18_skf_4,622,59,87,150,0.841,0.883,0.633,0.913,0.718,0.877,0.673,0.57
348,lr_seed_19_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,19_skf_0,611,70,82,155,0.834,0.878,0.654,0.897,0.689,0.882,0.671,0.561
349,lr_seed_19_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,19_skf_1,620,61,89,148,0.837,0.879,0.624,0.91,0.708,0.874,0.664,0.558
350,lr_seed_19_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,19_skf_2,621,60,83,154,0.844,0.888,0.65,0.912,0.72,0.882,0.683,0.581
351,lr_seed_19_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,19_skf_3,623,58,86,151,0.843,0.89,0.637,0.915,0.722,0.879,0.677,0.576
352,lr_seed_19_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,19_skf_4,629,52,90,147,0.845,0.884,0.62,0.924,0.739,0.875,0.674,0.578
353,knn_seed_0_skf_0_paras_0_K_3,knn,0_skf_0,622,59,70,167,0.859,0.853,0.705,0.913,0.739,0.899,0.721,0.628
354,knn_seed_0_skf_1_paras_0_K_3,knn,0_skf_1,617,64,74,163,0.85,0.855,0.688,0.906,0.718,0.893,0.703,0.602
355,knn_seed_0_skf_2_paras_0_K_3,knn,0_skf_2,620,61,84,153,0.842,0.854,0.646,0.91,0.715,0.881,0.678,0.575
356,knn_seed_0_skf_3_paras_0_K_3,knn,0_skf_3,627,54,80,157,0.854,0.863,0.662,0.921,0.744,0.887,0.701,0.607
357,knn_seed_0_skf_4_paras_0_K_3,knn,0_skf_4,608,73,71,166,0.843,0.858,0.7,0.893,0.695,0.895,0.697,0.592
358,knn_seed_1_skf_0_paras_0_K_3,knn,1_skf_0,620,61,69,168,0.858,0.857,0.709,0.91,0.734,0.9,0.721,0.626
359,knn_seed_1_skf_1_paras_0_K_3,knn,1_skf_1,619,62,74,163,0.852,0.866,0.688,0.909,0.724,0.893,0.706,0.607
